run_id,train_instance_id,method,initialization,targetnumpods,targetnumorders,targetnumitems,subproblemsevaluated,subproblemtimeinterval,timeforreooptimization,stationtostation_flag,targetnumworkstations,anystorageloc_flag
48,24,random,greedy,28,20,64,30,360,5,0,,0
49,25,random,none,28,20,64,30,360,5,0,,0
50,25,random,greedy,28,20,64,30,360,5,0,,0
51,26,random,none,28,20,64,30,360,5,0,,0
52,26,random,greedy,28,20,64,30,360,5,0,,0
53,27,random,none,28,20,64,30,360,5,0,,0
54,27,random,greedy,28,20,64,30,360,5,0,,0
55,28,random,none,28,20,64,30,360,5,0,,0
56,28,random,greedy,28,20,64,30,360,5,0,,0
57,29,random,none,28,20,64,30,360,5,0,,0
58,29,random,greedy,28,20,64,30,360,5,0,,0
59,30,random,none,28,20,64,30,360,5,0,,0
60,30,random,greedy,28,20,64,30,360,5,0,,0
61,31,random,none,28,20,64,30,360,5,0,,0
62,31,random,greedy,28,20,64,30,360,5,0,,0
63,32,random,none,28,20,64,30,360,5,0,,0
64,32,random,greedy,28,20,64,30,360,5,0,,0
65,33,random,none,28,20,64,30,360,5,0,,0
66,33,random,greedy,28,20,64,30,360,5,0,,0
67,34,random,none,28,20,64,30,360,5,0,,0
68,34,random,greedy,28,20,64,30,360,5,0,,0
69,35,random,none,28,20,64,30,360,5,0,,0
70,35,random,greedy,28,20,64,30,360,5,0,,0
71,36,random,none,28,20,64,30,360,5,0,,0
72,36,random,greedy,28,20,64,30,360,5,0,,0
73,37,random,none,28,20,64,30,360,5,0,,0
74,37,random,greedy,28,20,64,30,360,5,0,,0
75,38,random,none,28,20,64,30,360,5,0,,0
76,38,random,greedy,28,20,64,30,360,5,0,,0
77,39,random,none,28,20,64,30,360,5,0,,0
78,39,random,greedy,28,20,64,30,360,5,0,,0
79,40,random,none,28,20,64,30,360,5,0,,0
80,40,random,greedy,28,20,64,30,360,5,0,,0
81,41,random,none,28,20,64,30,360,5,0,,0
82,41,random,greedy,28,20,64,30,360,5,0,,0
83,42,random,none,28,20,64,30,360,5,0,,0
84,42,random,greedy,28,20,64,30,360,5,0,,0
85,43,random,none,28,20,64,30,360,5,0,,0
86,43,random,greedy,28,20,64,30,360,5,0,,0
87,44,random,none,28,20,64,30,360,5,0,,0
88,44,random,greedy,28,20,64,30,360,5,0,,0
89,45,random,none,28,20,64,30,360,5,0,,0
90,45,random,greedy,28,20,64,30,360,5,0,,0
91,46,random,none,28,20,64,30,360,5,0,,0
92,46,random,greedy,28,20,64,30,360,5,0,,0
93,47,random,none,28,20,64,30,360,5,0,,0
94,47,random,greedy,28,20,64,30,360,5,0,,0
95,48,random,none,28,20,64,30,360,5,0,,0
96,48,random,greedy,28,20,64,30,360,5,0,,0
97,49,random,none,28,20,64,30,360,5,0,,0
98,49,random,greedy,28,20,64,30,360,5,0,,0
99,50,random,none,28,20,64,30,360,5,0,,0
100,50,random,greedy,28,20,64,30,360,5,0,,0
101,51,random,none,28,20,64,30,360,5,0,,0
102,51,random,greedy,28,20,64,30,360,5,0,,0
103,52,random,none,28,20,64,30,360,5,0,,0
104,52,random,greedy,28,20,64,30,360,5,0,,0
105,53,random,none,28,20,64,30,360,5,0,,0
106,53,random,greedy,28,20,64,30,360,5,0,,0
107,54,random,none,28,20,64,30,360,5,0,,0
108,54,random,greedy,28,20,64,30,360,5,0,,0
109,55,random,none,28,20,64,30,360,5,0,,0
110,55,random,greedy,28,20,64,30,360,5,0,,0
111,56,random,none,28,20,64,30,360,5,0,,0
112,56,random,greedy,28,20,64,30,360,5,0,,0
113,57,random,none,28,20,64,30,360,5,0,,0
114,57,random,greedy,28,20,64,30,360,5,0,,0
115,58,random,none,28,20,64,30,360,5,0,,0
116,58,random,greedy,28,20,64,30,360,5,0,,0
117,59,random,none,28,20,64,30,360,5,0,,0
118,59,random,greedy,28,20,64,30,360,5,0,,0
119,60,random,none,28,20,64,30,360,5,0,,0
120,60,random,greedy,28,20,64,30,360,5,0,,0
121,61,random,none,28,20,64,30,360,5,0,,0
122,61,random,greedy,28,20,64,30,360,5,0,,0
123,62,random,none,28,20,64,30,360,5,0,,0
124,62,random,greedy,28,20,64,30,360,5,0,,0
125,63,random,none,28,20,64,30,360,5,0,,0
126,63,random,greedy,28,20,64,30,360,5,0,,0
127,64,random,none,28,20,64,30,360,5,0,,0
128,64,random,greedy,28,20,64,30,360,5,0,,0
129,65,random,none,28,20,64,30,360,5,0,,0
130,65,random,greedy,28,20,64,30,360,5,0,,0
131,66,random,none,28,20,64,30,360,5,0,,0
132,66,random,greedy,28,20,64,30,360,5,0,,0
133,67,random,none,28,20,64,30,360,5,0,,0
134,67,random,greedy,28,20,64,30,360,5,0,,0
135,68,random,none,28,20,64,30,360,5,0,,0
136,68,random,greedy,28,20,64,30,360,5,0,,0
137,69,random,none,28,20,64,30,360,5,0,,0
138,69,random,greedy,28,20,64,30,360,5,0,,0
139,70,random,none,28,20,64,30,360,5,0,,0
140,70,random,greedy,28,20,64,30,360,5,0,,0
141,71,random,none,28,20,64,30,360,5,0,,0
142,71,random,greedy,28,20,64,30,360,5,0,,0
143,72,random,none,28,20,64,30,360,5,0,,0
144,72,random,greedy,28,20,64,30,360,5,0,,0
145,73,random,none,28,20,64,30,360,5,0,,0
146,73,random,greedy,28,20,64,30,360,5,0,,0
147,74,random,none,28,20,64,30,360,5,0,,0
148,74,random,greedy,28,20,64,30,360,5,0,,0
149,75,random,none,28,20,64,30,360,5,0,,0
150,75,random,greedy,28,20,64,30,360,5,0,,0
151,76,random,none,28,20,64,30,360,5,0,,0
152,76,random,greedy,28,20,64,30,360,5,0,,0
153,77,random,none,28,20,64,30,360,5,0,,0
154,77,random,greedy,28,20,64,30,360,5,0,,0
155,78,random,none,28,20,64,30,360,5,0,,0
156,78,random,greedy,28,20,64,30,360,5,0,,0
157,79,random,none,28,20,64,30,360,5,0,,0
158,79,random,greedy,28,20,64,30,360,5,0,,0
159,80,random,none,28,20,64,30,360,5,0,,0
160,80,random,greedy,28,20,64,30,360,5,0,,0
161,81,random,none,28,20,64,30,360,5,0,,0
162,81,random,greedy,28,20,64,30,360,5,0,,0
163,82,random,none,28,20,64,30,360,5,0,,0
164,82,random,greedy,28,20,64,30,360,5,0,,0
165,83,random,none,28,20,64,30,360,5,0,,0
166,83,random,greedy,28,20,64,30,360,5,0,,0
167,84,random,none,28,20,64,30,360,5,0,,0
168,84,random,greedy,28,20,64,30,360,5,0,,0
169,85,random,none,28,20,64,30,360,5,0,,0
170,85,random,greedy,28,20,64,30,360,5,0,,0
171,86,random,none,28,20,64,30,360,5,0,,0
172,86,random,greedy,28,20,64,30,360,5,0,,0
173,87,random,none,28,20,64,30,360,5,0,,0
174,87,random,greedy,28,20,64,30,360,5,0,,0
175,88,random,none,28,20,64,30,360,5,0,,0
176,88,random,greedy,28,20,64,30,360,5,0,,0
177,89,random,none,28,20,64,30,360,5,0,,0
178,89,random,greedy,28,20,64,30,360,5,0,,0
179,90,random,none,28,20,64,30,360,5,0,,0
180,90,random,greedy,28,20,64,30,360,5,0,,0
181,91,random,none,28,20,64,30,360,5,0,,0
182,91,random,greedy,28,20,64,30,360,5,0,,0
183,92,random,none,28,20,64,30,360,5,0,,0
184,92,random,greedy,28,20,64,30,360,5,0,,0
185,93,random,none,28,20,64,30,360,5,0,,0
186,93,random,greedy,28,20,64,30,360,5,0,,0
187,94,random,none,28,20,64,30,360,5,0,,0
188,94,random,greedy,28,20,64,30,360,5,0,,0
189,95,random,none,28,20,64,30,360,5,0,,0
190,95,random,greedy,28,20,64,30,360,5,0,,0
191,96,random,none,28,20,64,30,360,5,0,,0
192,96,random,greedy,28,20,64,30,360,5,0,,0
193,97,random,none,28,20,64,30,360,5,0,,0
194,97,random,greedy,28,20,64,30,360,5,0,,0
195,98,random,none,28,20,64,30,360,5,0,,0
196,98,random,greedy,28,20,64,30,360,5,0,,0
197,99,random,none,28,20,64,30,360,5,0,,0
198,99,random,greedy,28,20,64,30,360,5,0,,0
199,100,random,none,28,20,64,30,360,5,0,,0
200,100,random,greedy,28,20,64,30,360,5,0,,0
201,101,random,none,28,20,64,30,360,5,0,,0
202,101,random,greedy,28,20,64,30,360,5,0,,0
203,102,random,none,28,20,64,30,360,5,0,,0
204,102,random,greedy,28,20,64,30,360,5,0,,0
205,103,random,none,28,20,64,30,360,5,0,,0
206,103,random,greedy,28,20,64,30,360,5,0,,0
207,104,random,none,28,20,64,30,360,5,0,,0
208,104,random,greedy,28,20,64,30,360,5,0,,0
209,105,random,none,28,20,64,30,360,5,0,,0
210,105,random,greedy,28,20,64,30,360,5,0,,0
211,106,random,none,28,20,64,30,360,5,0,,0
212,106,random,greedy,28,20,64,30,360,5,0,,0
213,107,random,none,28,20,64,30,360,5,0,,0
214,107,random,greedy,28,20,64,30,360,5,0,,0
215,108,random,none,28,20,64,30,360,5,0,,0
216,108,random,greedy,28,20,64,30,360,5,0,,0
217,109,random,none,28,20,64,30,360,5,0,,0
218,109,random,greedy,28,20,64,30,360,5,0,,0
219,110,random,none,28,20,64,30,360,5,0,,0
220,110,random,greedy,28,20,64,30,360,5,0,,0
221,111,random,none,28,20,64,30,360,5,0,,0
222,111,random,greedy,28,20,64,30,360,5,0,,0
223,112,random,none,28,20,64,30,360,5,0,,0
224,112,random,greedy,28,20,64,30,360,5,0,,0
225,113,random,none,28,20,64,30,360,5,0,,0
226,113,random,greedy,28,20,64,30,360,5,0,,0
227,114,random,none,28,20,64,30,360,5,0,,0
228,114,random,greedy,28,20,64,30,360,5,0,,0
229,115,random,none,28,20,64,30,360,5,0,,0
230,115,random,greedy,28,20,64,30,360,5,0,,0
231,116,random,none,28,20,64,30,360,5,0,,0
232,116,random,greedy,28,20,64,30,360,5,0,,0
233,117,random,none,28,20,64,30,360,5,0,,0
234,117,random,greedy,28,20,64,30,360,5,0,,0
235,118,random,none,28,20,64,30,360,5,0,,0
236,118,random,greedy,28,20,64,30,360,5,0,,0
237,119,random,none,28,20,64,30,360,5,0,,0
238,119,random,greedy,28,20,64,30,360,5,0,,0
239,120,random,none,28,20,64,30,360,5,0,,0
240,120,random,greedy,28,20,64,30,360,5,0,,0
241,121,random,none,28,20,64,30,360,5,0,,0
242,121,random,greedy,28,20,64,30,360,5,0,,0
243,122,random,none,28,20,64,30,360,5,0,,0
244,122,random,greedy,28,20,64,30,360,5,0,,0
245,123,random,none,28,20,64,30,360,5,0,,0
246,123,random,greedy,28,20,64,30,360,5,0,,0
247,124,random,none,28,20,64,30,360,5,0,,0
248,124,random,greedy,28,20,64,30,360,5,0,,0
249,125,random,none,28,20,64,30,360,5,0,,0
250,125,random,greedy,28,20,64,30,360,5,0,,0
251,126,random,none,28,20,64,30,360,5,0,,0
252,126,random,greedy,28,20,64,30,360,5,0,,0
253,127,random,none,28,20,64,30,360,5,0,,0
254,127,random,greedy,28,20,64,30,360,5,0,,0
255,128,random,none,28,20,64,30,360,5,0,,0
256,128,random,greedy,28,20,64,30,360,5,0,,0
257,129,random,none,28,20,64,30,360,5,0,,0
258,129,random,greedy,28,20,64,30,360,5,0,,0
259,130,random,none,28,20,64,30,360,5,0,,0
260,130,random,greedy,28,20,64,30,360,5,0,,0
261,131,random,none,28,20,64,30,360,5,0,,0
262,131,random,greedy,28,20,64,30,360,5,0,,0
263,132,random,none,28,20,64,30,360,5,0,,0
264,132,random,greedy,28,20,64,30,360,5,0,,0
265,133,random,none,28,20,64,30,360,5,0,,0
266,133,random,greedy,28,20,64,30,360,5,0,,0
267,134,random,none,28,20,64,30,360,5,0,,0
268,134,random,greedy,28,20,64,30,360,5,0,,0
269,135,random,none,28,20,64,30,360,5,0,,0
270,135,random,greedy,28,20,64,30,360,5,0,,0
271,136,random,none,28,20,64,30,360,5,0,,0
272,136,random,greedy,28,20,64,30,360,5,0,,0
273,137,random,none,28,20,64,30,360,5,0,,0
274,137,random,greedy,28,20,64,30,360,5,0,,0
275,138,random,none,28,20,64,30,360,5,0,,0
276,138,random,greedy,28,20,64,30,360,5,0,,0
277,139,random,none,28,20,64,30,360,5,0,,0
278,139,random,greedy,28,20,64,30,360,5,0,,0
279,140,random,none,28,20,64,30,360,5,0,,0
280,140,random,greedy,28,20,64,30,360,5,0,,0
281,141,random,none,28,20,64,30,360,5,0,,0
282,141,random,greedy,28,20,64,30,360,5,0,,0
283,142,random,none,28,20,64,30,360,5,0,,0
284,142,random,greedy,28,20,64,30,360,5,0,,0
285,143,random,none,28,20,64,30,360,5,0,,0
286,143,random,greedy,28,20,64,30,360,5,0,,0
287,144,random,none,28,20,64,30,360,5,0,,0
288,144,random,greedy,28,20,64,30,360,5,0,,0
289,145,random,none,28,20,64,30,360,5,0,,0
290,145,random,greedy,28,20,64,30,360,5,0,,0
291,146,random,none,28,20,64,30,360,5,0,,0
292,146,random,greedy,28,20,64,30,360,5,0,,0
293,147,random,none,28,20,64,30,360,5,0,,0
294,147,random,greedy,28,20,64,30,360,5,0,,0
295,148,random,none,28,20,64,30,360,5,0,,0
296,148,random,greedy,28,20,64,30,360,5,0,,0
297,149,random,none,28,20,64,30,360,5,0,,0
298,149,random,greedy,28,20,64,30,360,5,0,,0
299,150,random,none,28,20,64,30,360,5,0,,0
300,150,random,greedy,28,20,64,30,360,5,0,,0
301,151,random,none,28,20,64,30,360,5,0,,0
302,151,random,greedy,28,20,64,30,360,5,0,,0
303,152,random,none,28,20,64,30,360,5,0,,0
304,152,random,greedy,28,20,64,30,360,5,0,,0
305,153,random,none,28,20,64,30,360,5,0,,0
306,153,random,greedy,28,20,64,30,360,5,0,,0
307,154,random,none,28,20,64,30,360,5,0,,0
308,154,random,greedy,28,20,64,30,360,5,0,,0
309,155,random,none,28,20,64,30,360,5,0,,0
310,155,random,greedy,28,20,64,30,360,5,0,,0
311,156,random,none,28,20,64,30,360,5,0,,0
312,156,random,greedy,28,20,64,30,360,5,0,,0
313,157,random,none,28,20,64,30,360,5,0,,0
314,157,random,greedy,28,20,64,30,360,5,0,,0
315,158,random,none,28,20,64,30,360,5,0,,0
316,158,random,greedy,28,20,64,30,360,5,0,,0
317,159,random,none,28,20,64,30,360,5,0,,0
318,159,random,greedy,28,20,64,30,360,5,0,,0
319,160,random,none,28,20,64,30,360,5,0,,0
320,160,random,greedy,28,20,64,30,360,5,0,,0
321,161,random,none,28,20,64,30,360,5,0,,0
322,161,random,greedy,28,20,64,30,360,5,0,,0
323,162,random,none,28,20,64,30,360,5,0,,0
324,162,random,greedy,28,20,64,30,360,5,0,,0
325,163,random,none,28,20,64,30,360,5,0,,0
326,163,random,greedy,28,20,64,30,360,5,0,,0
327,164,random,none,28,20,64,30,360,5,0,,0
328,164,random,greedy,28,20,64,30,360,5,0,,0
329,165,random,none,28,20,64,30,360,5,0,,0
330,165,random,greedy,28,20,64,30,360,5,0,,0
331,166,random,none,28,20,64,30,360,5,0,,0
332,166,random,greedy,28,20,64,30,360,5,0,,0
333,167,random,none,28,20,64,30,360,5,0,,0
334,167,random,greedy,28,20,64,30,360,5,0,,0
335,168,random,none,28,20,64,30,360,5,0,,0
336,168,random,greedy,28,20,64,30,360,5,0,,0
337,169,random,none,28,20,64,30,360,5,0,,0
338,169,random,greedy,28,20,64,30,360,5,0,,0
339,170,random,none,28,20,64,30,360,5,0,,0
340,170,random,greedy,28,20,64,30,360,5,0,,0
341,171,random,none,28,20,64,30,360,5,0,,0
342,171,random,greedy,28,20,64,30,360,5,0,,0
343,172,random,none,28,20,64,30,360,5,0,,0
344,172,random,greedy,28,20,64,30,360,5,0,,0
345,173,random,none,28,20,64,30,360,5,0,,0
346,173,random,greedy,28,20,64,30,360,5,0,,0
347,174,random,none,28,20,64,30,360,5,0,,0
348,174,random,greedy,28,20,64,30,360,5,0,,0
349,175,random,none,28,20,64,30,360,5,0,,0
350,175,random,greedy,28,20,64,30,360,5,0,,0
351,176,random,none,28,20,64,30,360,5,0,,0
352,176,random,greedy,28,20,64,30,360,5,0,,0
353,177,random,none,28,20,64,30,360,5,0,,0
354,177,random,greedy,28,20,64,30,360,5,0,,0
355,178,random,none,28,20,64,30,360,5,0,,0
356,178,random,greedy,28,20,64,30,360,5,0,,0
357,179,random,none,28,20,64,30,360,5,0,,0
358,179,random,greedy,28,20,64,30,360,5,0,,0
359,180,random,none,28,20,64,30,360,5,0,,0
360,180,random,greedy,28,20,64,30,360,5,0,,0
361,181,random,none,28,20,64,30,360,5,0,,0
362,181,random,greedy,28,20,64,30,360,5,0,,0
363,182,random,none,28,20,64,30,360,5,0,,0
364,182,random,greedy,28,20,64,30,360,5,0,,0
365,183,random,none,28,20,64,30,360,5,0,,0
366,183,random,greedy,28,20,64,30,360,5,0,,0
367,184,random,none,28,20,64,30,360,5,0,,0
368,184,random,greedy,28,20,64,30,360,5,0,,0
369,185,random,none,28,20,64,30,360,5,0,,0
370,185,random,greedy,28,20,64,30,360,5,0,,0
371,186,random,none,28,20,64,30,360,5,0,,0
372,186,random,greedy,28,20,64,30,360,5,0,,0
373,187,random,none,28,20,64,30,360,5,0,,0
374,187,random,greedy,28,20,64,30,360,5,0,,0
375,188,random,none,28,20,64,30,360,5,0,,0
376,188,random,greedy,28,20,64,30,360,5,0,,0
377,189,random,none,28,20,64,30,360,5,0,,0
378,189,random,greedy,28,20,64,30,360,5,0,,0
379,190,random,none,28,20,64,30,360,5,0,,0
380,190,random,greedy,28,20,64,30,360,5,0,,0
381,191,random,none,28,20,64,30,360,5,0,,0
382,191,random,greedy,28,20,64,30,360,5,0,,0
383,192,random,none,28,20,64,30,360,5,0,,0
384,192,random,greedy,28,20,64,30,360,5,0,,0
385,193,random,none,28,20,64,30,360,5,0,,0
386,193,random,greedy,28,20,64,30,360,5,0,,0
387,194,random,none,28,20,64,30,360,5,0,,0
388,194,random,greedy,28,20,64,30,360,5,0,,0
389,195,random,none,28,20,64,30,360,5,0,,0
390,195,random,greedy,28,20,64,30,360,5,0,,0
391,196,random,none,28,20,64,30,360,5,0,,0
392,196,random,greedy,28,20,64,30,360,5,0,,0
393,197,random,none,28,20,64,30,360,5,0,,0
394,197,random,greedy,28,20,64,30,360,5,0,,0
395,198,random,none,28,20,64,30,360,5,0,,0
396,198,random,greedy,28,20,64,30,360,5,0,,0
397,199,random,none,28,20,64,30,360,5,0,,0
398,199,random,greedy,28,20,64,30,360,5,0,,0
399,200,random,none,28,20,64,30,360,5,0,,0
400,200,random,greedy,28,20,64,30,360,5,0,,0
401,201,random,none,28,20,64,30,350,5,0,,0
402,201,random,greedy,28,20,64,30,350,5,0,,0
403,202,random,none,28,20,64,30,350,5,0,,0
404,202,random,greedy,28,20,64,30,350,5,0,,0
405,203,random,none,28,20,64,30,350,5,0,,0
406,203,random,greedy,28,20,64,30,350,5,0,,0
407,204,random,none,28,20,64,30,350,5,0,,0
408,204,random,greedy,28,20,64,30,350,5,0,,0
409,205,random,none,28,20,64,30,350,5,0,,0
410,205,random,greedy,28,20,64,30,350,5,0,,0
411,206,random,none,28,20,64,30,350,5,0,,0
412,206,random,greedy,28,20,64,30,350,5,0,,0
413,207,random,none,28,20,64,30,350,5,0,,0
414,207,random,greedy,28,20,64,30,350,5,0,,0
415,208,random,none,28,20,64,30,350,5,0,,0
416,208,random,greedy,28,20,64,30,350,5,0,,0
417,209,random,none,28,20,64,30,350,5,0,,0
418,209,random,greedy,28,20,64,30,350,5,0,,0
419,210,random,none,28,20,64,30,350,5,0,,0
420,210,random,greedy,28,20,64,30,350,5,0,,0
421,211,random,none,28,20,64,30,350,5,0,,0
422,211,random,greedy,28,20,64,30,350,5,0,,0
423,212,random,none,28,20,64,30,350,5,0,,0
424,212,random,greedy,28,20,64,30,350,5,0,,0
425,213,random,none,28,20,64,30,350,5,0,,0
426,213,random,greedy,28,20,64,30,350,5,0,,0
427,214,random,none,28,20,64,30,350,5,0,,0
428,214,random,greedy,28,20,64,30,350,5,0,,0
429,215,random,none,28,20,64,30,350,5,0,,0
430,215,random,greedy,28,20,64,30,350,5,0,,0
431,216,random,none,28,20,64,30,350,5,0,,0
432,216,random,greedy,28,20,64,30,350,5,0,,0
433,217,random,none,28,20,64,30,350,5,0,,0
434,217,random,greedy,28,20,64,30,350,5,0,,0
435,218,random,none,28,20,64,30,350,5,0,,0
436,218,random,greedy,28,20,64,30,350,5,0,,0
437,219,random,none,28,20,64,30,350,5,0,,0
438,219,random,greedy,28,20,64,30,350,5,0,,0
439,220,random,none,28,20,64,30,350,5,0,,0
440,220,random,greedy,28,20,64,30,350,5,0,,0
441,221,random,none,28,20,64,30,350,5,0,,0
442,221,random,greedy,28,20,64,30,350,5,0,,0
443,222,random,none,28,20,64,30,350,5,0,,0
444,222,random,greedy,28,20,64,30,350,5,0,,0
445,223,random,none,28,20,64,30,350,5,0,,0
446,223,random,greedy,28,20,64,30,350,5,0,,0
447,224,random,none,28,20,64,30,350,5,0,,0
448,224,random,greedy,28,20,64,30,350,5,0,,0
449,225,random,none,28,20,64,30,350,5,0,,0
450,225,random,greedy,28,20,64,30,350,5,0,,0
451,226,random,none,28,20,64,30,350,5,0,,0
452,226,random,greedy,28,20,64,30,350,5,0,,0
453,227,random,none,28,20,64,30,350,5,0,,0
454,227,random,greedy,28,20,64,30,350,5,0,,0
455,228,random,none,28,20,64,30,350,5,0,,0
456,228,random,greedy,28,20,64,30,350,5,0,,0
457,229,random,none,28,20,64,30,350,5,0,,0
458,229,random,greedy,28,20,64,30,350,5,0,,0
459,230,random,none,28,20,64,30,350,5,0,,0
460,230,random,greedy,28,20,64,30,350,5,0,,0
461,231,random,none,28,20,64,30,350,5,0,,0
462,231,random,greedy,28,20,64,30,350,5,0,,0
463,232,random,none,28,20,64,30,350,5,0,,0
464,232,random,greedy,28,20,64,30,350,5,0,,0
465,233,random,none,28,20,64,30,350,5,0,,0
466,233,random,greedy,28,20,64,30,350,5,0,,0
467,234,random,none,28,20,64,30,350,5,0,,0
468,234,random,greedy,28,20,64,30,350,5,0,,0
469,235,random,none,28,20,64,30,350,5,0,,0
470,235,random,greedy,28,20,64,30,350,5,0,,0
471,236,random,none,28,20,64,30,350,5,0,,0
472,236,random,greedy,28,20,64,30,350,5,0,,0
473,237,random,none,28,20,64,30,350,5,0,,0
474,237,random,greedy,28,20,64,30,350,5,0,,0
475,238,random,none,28,20,64,30,350,5,0,,0
476,238,random,greedy,28,20,64,30,350,5,0,,0
477,239,random,none,28,20,64,30,350,5,0,,0
478,239,random,greedy,28,20,64,30,350,5,0,,0
479,240,random,none,28,20,64,30,350,5,0,,0
480,240,random,greedy,28,20,64,30,350,5,0,,0
481,241,random,none,28,20,64,30,350,5,0,,0
482,241,random,greedy,28,20,64,30,350,5,0,,0
483,242,random,none,28,20,64,30,350,5,0,,0
484,242,random,greedy,28,20,64,30,350,5,0,,0
485,243,random,none,28,20,64,30,350,5,0,,0
486,243,random,greedy,28,20,64,30,350,5,0,,0
487,244,random,none,28,20,64,30,350,5,0,,0
488,244,random,greedy,28,20,64,30,350,5,0,,0
489,245,random,none,28,20,64,30,350,5,0,,0
490,245,random,greedy,28,20,64,30,350,5,0,,0
491,246,random,none,28,20,64,30,350,5,0,,0
492,246,random,greedy,28,20,64,30,350,5,0,,0
493,247,random,none,28,20,64,30,350,5,0,,0
494,247,random,greedy,28,20,64,30,350,5,0,,0
495,248,random,none,28,20,64,30,350,5,0,,0
496,248,random,greedy,28,20,64,30,350,5,0,,0
497,249,random,none,28,20,64,30,350,5,0,,0
498,249,random,greedy,28,20,64,30,350,5,0,,0
499,250,random,none,28,20,64,30,350,5,0,,0
500,250,random,greedy,28,20,64,30,350,5,0,,0
501,251,random,none,28,20,64,30,360,5,0,,0
502,251,random,greedy,28,20,64,30,360,5,0,,0
503,252,random,none,28,20,64,30,360,5,0,,0
504,252,random,greedy,28,20,64,30,360,5,0,,0
505,253,random,none,28,20,64,30,360,5,0,,0
506,253,random,greedy,28,20,64,30,360,5,0,,0
507,254,random,none,28,20,64,30,360,5,0,,0
508,254,random,greedy,28,20,64,30,360,5,0,,0
509,255,random,none,28,20,64,30,360,5,0,,0
510,255,random,greedy,28,20,64,30,360,5,0,,0
511,256,random,none,28,20,64,30,360,5,0,,0
512,256,random,greedy,28,20,64,30,360,5,0,,0
513,257,random,none,28,20,64,30,360,5,0,,0
514,257,random,greedy,28,20,64,30,360,5,0,,0
515,258,random,none,28,20,64,30,360,5,0,,0
516,258,random,greedy,28,20,64,30,360,5,0,,0
517,259,random,none,28,20,64,30,360,5,0,,0
518,259,random,greedy,28,20,64,30,360,5,0,,0
519,260,random,none,28,20,64,30,360,5,0,,0
520,260,random,greedy,28,20,64,30,360,5,0,,0
521,261,random,none,28,20,64,30,360,5,0,,0
522,261,random,greedy,28,20,64,30,360,5,0,,0
523,262,random,none,28,20,64,30,360,5,0,,0
524,262,random,greedy,28,20,64,30,360,5,0,,0
525,263,random,none,28,20,64,30,360,5,0,,0
526,263,random,greedy,28,20,64,30,360,5,0,,0
527,264,random,none,28,20,64,30,360,5,0,,0
528,264,random,greedy,28,20,64,30,360,5,0,,0
529,265,random,none,28,20,64,30,360,5,0,,0
530,265,random,greedy,28,20,64,30,360,5,0,,0
531,266,random,none,28,20,64,30,360,5,0,,0
